Sentence,Aspect,Category,Opinion,Polarity,Implicitness
it ' s the original leather sneaker .,sneaker,appearance#material,it ' s the original leather,neutral,EAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#material,but easy to keep white and clean,positive,IAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#general,iconic looks,positive,IAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,performance#comfort,surprisingly still comfortable,positive,IAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#material,not made of real leather anymore,negative,IAEO
it ' s the original leather sneaker .,sneaker,appearance#material,original leather,neutral,EAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,performance#comfort,still comfortable after all of these years,positive,IAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,contextofuse#review\_temporality,still comfortable after all of these years,positive,IAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#general,iconic looks,positive,IAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#material,easy to keep white and clean,positive,IAEO
"not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#material,not made of real leather anymore,negative,IAEO
love the subtle kermit design on the side .,kermit design,appearance#shoe component,love the subtle kermit design on the side,positive,EAEO
"also the "" it ain ' t easy being green "" on the back is a nice touch",""" it ain ' t easy being green """,appearance#shoe component,nice touch,positive,EAEO
understated but still great star wars shoes .,shoes,misc,understated but still great star wars shoes,positive,EAEO
not bad for an all white sneaker .,sneaker,appearance#general,not bad for an all white sneaker,positive,EAEO
main con was the tongue .,tongue,appearance#shoe component,main con was the tongue,negative,EAEO
it simply was too long and didn ' t flatter my foot or any pants that i paired it with .,null,appearance#form,it simply was too long and didn ' t flatter my foot or any pants that i paired it with,negative,IAEO
it simply was too long and didn ' t flatter my foot or any pants that i paired it with .,null,contextofuse#use case,it simply was too long and didn ' t flatter my foot or any pants that i paired it with,negative,IAEO
"thought these were for stan lee , it turned out to be a different stan and that ' s on me adidas .",null,contextofuse#purchase\_context,"thought these were for stan lee , it turned out to be a different stan and that ' s on me adidas",negative,IAEO
decent shoe tho,shoe,general,decent shoe tho,positive,EAEO
"love the look of stan smith shoes , however , i am not a fan of the recycled material they now use .",stan smith shoes,appearance#general,love the look,positive,EAEO
"love the look of stan smith shoes , however , i am not a fan of the recycled material they now use .",stan smith shoes,appearance#material,"however , i am not a fan of the recycled material they now use",negative,EAEO
should have leather options for those of us that still prefer them .,leather,contextofuse#purchase\_context,should have leather options for those of us that still prefer them,negative,EAEO
should have leather options for those of us that still prefer them .,null,appearance#material,should have leather options for those of us that still prefer them,negative,IAEO
i ' m so bummed that there is no leather choice in the stan smith .,stan smith,appearance#material,i ' m so bummed that there is no leather choice,negative,EAEO
i ' m so bummed that there is no leather choice in the stan smith .,stan smith,contextofuse#purchase\_context,i ' m so bummed that there is no leather choice,negative,EAEO
"these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic .",null,performance#general,make my feet sweat and my feet never sweat,negative,IAEO
"these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic .",null,appearance#material,what happens when you wrap your foot in plastic,negative,IAEO
for the price these should have leather uppers .,leather uppers,appearance#material,for the price these should have leather uppers,negative,EAEO
for the price these should have leather uppers .,null,cost/value,for the price these should have leather uppers,negative,IAEO
very disappointed .,null,general,very disappointed,negative,IAEO
happy with my stan smith !,stan smith,general,happy with my,positive,EAEO
finally got one in all white .,null,appearance#color,got one in all white,positive,IAEO
"so simple in design , will go with any style .",null,appearance#general,so simple in design,positive,IAEO
"so simple in design , will go with any style .",null,contextofuse#use case,will go with any style,positive,IAEO
"it ' s not just ordinary white shoes , it ' s the one and only classic stan smith !",stan smith,appearance#color,not just ordinary white shoes,positive,EAEO
nice shoes but are to big .,shoes,appearance#general,nice shoes,positive,EAEO
nice shoes but are to big .,shoes,performance#sizing/fit,are to big,negative,EAEO
shoud of gotten a smaller size .,null,contextofuse#purchase\_context,shoud of gotten a smaller size,negative,IAEO
i own the white / green stan smith and they fit great .,white / green stan smith,performance#sizing/fit,they fit great,positive,EAEO
the shoe is wider and deeper in the toe box .,shoe,appearance#form,is wider and deeper in the toe box,neutral,EAEO
the shoe is wider and deeper in the toe box .,shoe,performance#sizing/fit,is wider and deeper in the toe box,neutral,EAEO
the vamp creases too much .,vamp,appearance#shoe component,creases too much,negative,EAEO
it ' s a bummer since i was looking for the all black for months .,all black,contextofuse#review\_temporality,it ' s a bummer since i was looking for the all black for months,negative,EAEO
"standard quality , comfort , and fit for a stan smith .",stan smith,general,"standard quality , comfort , and fit for a stan smith",positive,EAEO
black and white color way is clean .,black and white color,appearance#color,is clean,positive,EAEO
