Sentence,Aspect,Category,Opinion,Polarity,Implicitness
will not be buying asus again,asus,GENERAL,implicit,negative,EAIO
two cons i ' m disappointed about is the battery life and the flimsy keyboard .,battery,OPERATION_PERFORMANCE,cons,negative,EAEO
two cons i ' m disappointed about is the battery life and the flimsy keyboard .,battery,OPERATION_PERFORMANCE,disappointed,negative,EAEO
two cons i ' m disappointed about is the battery life and the flimsy keyboard .,keyboard,GENERAL,cons,negative,EAEO
two cons i ' m disappointed about is the battery life and the flimsy keyboard .,keyboard,GENERAL,flimsy,negative,EAEO
has a genaric feel to it .,implicit,GENERAL,genaric,neutral,IAEO
they seemed to do nothing : fixing it was apparently my job .,implicit,GENERAL,implicit,negative,IAIO
so now i ' m stuck with this dog but i ' m going to do all i can to get out the word that asus support is not the customer ' s friend : it ' s the customer ' s cross to bear .,asus,GENERAL,implicit,negative,EAIO
i ' ve had to reset the computer multiple times .,computer,OPERATION_PERFORMANCE,implicit,negative,EAIO
i returned it because the speaker is dead low .,speaker,OPERATION_PERFORMANCE,low,negative,EAEO
good laptop but the webcam isn ' t good .,laptop,GENERAL,good,positive,EAEO
good laptop but the webcam isn ' t good .,webcam,GENERAL,',negative,EAEO
"i would not recommend you buying this laptop , the specs are fine for the price , but the hardware is rubbish .",laptop,GENERAL,not,negative,EAEO
"i would not recommend you buying this laptop , the specs are fine for the price , but the hardware is rubbish .",specs,PRICE,fine,positive,EAEO
"i would not recommend you buying this laptop , the specs are fine for the price , but the hardware is rubbish .",hardware,GENERAL,rubbish,negative,EAEO
power button is right next to the delete key .,power,DESIGN_FEATURES,implicit,negative,EAIO
power button is right next to the delete key .,delete,DESIGN_FEATURES,implicit,negative,EAIO
"all around , a very lacking laptop .",laptop,GENERAL,lacking,negative,EAEO
* * returning the device - - that unhappy with the item .,device,GENERAL,unhappy,negative,EAEO
* * returning the device - - that unhappy with the item .,item,GENERAL,unhappy,negative,EAEO
dead pixel on display on arrival,display,QUALITY,dead,negative,EAEO
the laptop charger has sparked repeatedly .,laptop,OPERATION_PERFORMANCE,implicit,negative,EAIO
i will be returning this item .,item,GENERAL,implicit,negative,EAIO
do not buy it will not search what you type in i want my money back,implicit,GENERAL,implicit,negative,IAIO
this computer arrived fine but will not charge .,computer,GENERAL,fine,positive,EAEO
this computer arrived fine but will not charge .,computer,OPERATION_PERFORMANCE,implicit,negative,EAIO
how can a brand new computer not charge properly ?,computer,OPERATION_PERFORMANCE,implicit,negative,EAIO
screen backlight stopped working after just one month of light use .,screen,OPERATION_PERFORMANCE,implicit,negative,EAIO
i received this laptop promptly .,laptop,GENERAL,implicit,positive,EAIO
"great battery life , a matte screen ( non - glossy ) full hd .",battery,GENERAL,great,positive,EAEO
"great battery life , a matte screen ( non - glossy ) full hd .",matte,GENERAL,implicit,positive,EAIO
it will however win with substance .,implicit,GENERAL,win,positive,IAEO
its about what is inside of this amazing product .,product,GENERAL,amazing,positive,EAEO
"the screen quality is excellent , and i am fussy due to my interest in digital imagery .",screen,QUALITY,excellent,positive,EAEO
"i can tell you for web surfing , the battery life is on par with what is advertised .",battery,GENERAL,implicit,neutral,EAIO
i could n ' t have put my feelings about my new acer aspire e 15 e5 - 576g - 5762 better .,acer,GENERAL,better,positive,EAEO
"the 8th generation processor and ssd make for a very snappy computer , and the easy upgradablility is helpful now and will be useful in the future .",computer,OPERATION_PERFORMANCE,snappy,positive,EAEO
"the 8th generation processor and ssd make for a very snappy computer , and the easy upgradablility is helpful now and will be useful in the future .",8th,OPERATION_PERFORMANCE,snappy,positive,EAEO
"the 8th generation processor and ssd make for a very snappy computer , and the easy upgradablility is helpful now and will be useful in the future .",ssd,GENERAL,snappy,positive,EAEO
"the 8th generation processor and ssd make for a very snappy computer , and the easy upgradablility is helpful now and will be useful in the future .",implicit,USABILITY,easy,positive,IAEO
"the 8th generation processor and ssd make for a very snappy computer , and the easy upgradablility is helpful now and will be useful in the future .",implicit,USABILITY,helpful,positive,IAEO
"the 8th generation processor and ssd make for a very snappy computer , and the easy upgradablility is helpful now and will be useful in the future .",implicit,USABILITY,useful,positive,IAEO
"i / o : tons of ports , a dvd burner , solid keyboard with good feel to the key strokes , and a very precise and responsive trackpad .",ports,GENERAL,implicit,positive,EAIO
"i / o : tons of ports , a dvd burner , solid keyboard with good feel to the key strokes , and a very precise and responsive trackpad .",dvd,GENERAL,implicit,neutral,EAIO
"i / o : tons of ports , a dvd burner , solid keyboard with good feel to the key strokes , and a very precise and responsive trackpad .",keyboard,QUALITY,solid,positive,EAEO
"i / o : tons of ports , a dvd burner , solid keyboard with good feel to the key strokes , and a very precise and responsive trackpad .",keyboard,QUALITY,good,positive,EAEO
"i / o : tons of ports , a dvd burner , solid keyboard with good feel to the key strokes , and a very precise and responsive trackpad .",key,QUALITY,solid,positive,EAEO
"i / o : tons of ports , a dvd burner , solid keyboard with good feel to the key strokes , and a very precise and responsive trackpad .",key,QUALITY,good,positive,EAEO
"i / o : tons of ports , a dvd burner , solid keyboard with good feel to the key strokes , and a very precise and responsive trackpad .",trackpad,OPERATION_PERFORMANCE,precise,positive,EAEO
"i / o : tons of ports , a dvd burner , solid keyboard with good feel to the key strokes , and a very precise and responsive trackpad .",trackpad,OPERATION_PERFORMANCE,responsive,positive,EAEO
"plus the screen is matte , so bright lights are n ' t glaring .",screen,DESIGN_FEATURES,implicit,positive,EAIO
overall impression : this is a killer laptop for a killer deal !,laptop,GENERAL,killer,positive,EAEO
overall impression : this is a killer laptop for a killer deal !,laptop,PRICE,implicit,positive,EAIO
"i ' ve also discovered that the battery is better than i first thought , and will last 8 hours for light - duty activities such as web - surfing and word processing ; longer with power management on .",battery,QUALITY,better,positive,EAEO
"my overall impression has not changed in the past 8 months , and i am still very impressed by it .",implicit,GENERAL,impressed,positive,IAEO
"thanks to its ssd , it boots windows 10 pretty fast , bloatware is kept to a minimum ( please uninstall norton before doing anything else .",windows,OPERATION_PERFORMANCE,fast,positive,EAEO
": p ) , and the machine is definitely zippy .",machine,OPERATION_PERFORMANCE,zippy,positive,EAEO
"oh , and the nvidia card is plenty capable for gaming at medium settings at least ( grid autosport fps avg is in the 80s / 90s or so )",nvidia,OPERATION_PERFORMANCE,capable,positive,EAEO
+ great and fast cpu and overall fast pc performance,cpu,OPERATION_PERFORMANCE,great,positive,EAEO
+ great and fast cpu and overall fast pc performance,cpu,OPERATION_PERFORMANCE,fast,positive,EAEO
+ great and fast cpu and overall fast pc performance,pc,OPERATION_PERFORMANCE,implicit,positive,EAIO
+ decent full hd screen ( might be the ' crappiest ' thing on it and it is still good for the price ),hd,DESIGN_FEATURES,decent,positive,EAEO
+ decent full hd screen ( might be the ' crappiest ' thing on it and it is still good for the price ),implicit,PRICE,good,positive,IAEO
- trackpad is too finicky and not my favorite,trackpad,USABILITY,finicky,negative,EAEO
need to play with it a bit more .,implicit,GENERAL,implicit,neutral,IAIO
"as of now , for $ 600 or less , this is a nice buy .",implicit,PRICE,nice,positive,IAEO
this laptop is the best for the price in my opinion .,laptop,GENERAL,best,positive,EAEO
this laptop is the best for the price in my opinion .,laptop,PRICE,best,positive,EAEO
"there are 2 pretty significant flaws in the design however , one i think might only be on my laptop .",laptop,DESIGN_FEATURES,implicit,negative,EAIO
- ips full hd screen .,hd,GENERAL,implicit,neutral,EAIO
- pretty loud speakers .,speakers,QUALITY,loud,positive,EAEO
best pc bang for this level of buck .,pc,GENERAL,best,positive,EAEO
"i will update this post if anything changes from what i posted , after i get the correct memory installed .",memory,GENERAL,implicit,neutral,EAIO
i have been beyond pleased with this laptop purchase over the last 6 months of use .,laptop,GENERAL,pleased,positive,EAEO
"i highly recommend this laptop for anyone looking for a great performing machine with an outstanding price ( just to be clear , it won ' t be running the newest high - end games on ultra - high graphics settings , but it still performs phenomenally for its price range and usage category ) .",machine,OPERATION_PERFORMANCE,great,positive,EAEO
"i highly recommend this laptop for anyone looking for a great performing machine with an outstanding price ( just to be clear , it won ' t be running the newest high - end games on ultra - high graphics settings , but it still performs phenomenally for its price range and usage category ) .",laptop,OPERATION_PERFORMANCE,phenomenally,positive,EAEO
"i highly recommend this laptop for anyone looking for a great performing machine with an outstanding price ( just to be clear , it won ' t be running the newest high - end games on ultra - high graphics settings , but it still performs phenomenally for its price range and usage category ) .",machine,PRICE,outstanding,positive,EAEO
"this laptop has been my traveling partner as i ' ve been traveling for 4 months , and i ' ve been extremely happy with the battery life , performance , and form of this machine .",performance,DESIGN_FEATURES,happy,positive,EAEO
"this laptop has been my traveling partner as i ' ve been traveling for 4 months , and i ' ve been extremely happy with the battery life , performance , and form of this machine .",battery,GENERAL,happy,positive,EAEO
"it is also amazingly quiet : the ssd doesn ' t make any noise , and the fan only spins up if i am doing something intensive like playing games or running a heafty program - just browsing or watching videos / basic office work will not make this computer more than whisper .",ssd,OPERATION_PERFORMANCE,amazingly,positive,EAEO
