Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"i think i would ' ve loved these shoes but they were like 1 / 2 inch too short compared to every other pair of nb shoes i ' ve had over 20 years . i don ' t understand how they haven ' t fixed this yet . my wife ordered a pair ( the ones this review is based on ) and same thing , too short . fix it please !",null,contextofuse#purchase\_context,"my wife ordered a pair ( the ones this review is based on ) and same thing , too short",neutral,IAEO
"i think i would ' ve loved these shoes but they were like 1 / 2 inch too short compared to every other pair of nb shoes i ' ve had over 20 years . i don ' t understand how they haven ' t fixed this yet . my wife ordered a pair ( the ones this review is based on ) and same thing , too short . fix it please !",null,performance#sizing/fit,"my wife ordered a pair ( the ones this review is based on ) and same thing , too short",negative,IAEO
"i like the roomy toe box , but they are a little shorter than usual so bother my toes after awhile . should have ordered up .",toe box,appearance#shoe component,i like the roomy toe box,positive,EAEO
"i like the roomy toe box , but they are a little shorter than usual so bother my toes after awhile . should have ordered up .",null,performance#sizing/fit,they are a little shorter than usual so bother my toes after awhile,negative,IAEO
"i like the roomy toe box , but they are a little shorter than usual so bother my toes after awhile . should have ordered up .",null,contextofuse#purchase\_context,should have ordered up .,neutral,IAEO
"i walk at least 5 miles a day , so i need good walking shoes . these fill the bill . i like them so much that i got 2 pairs .",walking shoes,contextofuse#use case,"i walk at least 5 miles a day , so i need good walking shoes .",neutral,EAEO
"i walk at least 5 miles a day , so i need good walking shoes . these fill the bill . i like them so much that i got 2 pairs .",null,general,these fill the bill .,positive,IAEO
"i walk at least 5 miles a day , so i need good walking shoes . these fill the bill . i like them so much that i got 2 pairs .",pairs,cost/value,i like them so much that i got 2 pairs .,positive,EAEO
"the color and comfort of these shoes was everything , but i had to return dude to the vinyl of the 3 stripes peeling right off the shoe material after 3 uses . i wish they would have worked out they were so nice .",shoes,performance#comfort,color and comfort of these shoes was everything,positive,EAEO
"the color and comfort of these shoes was everything , but i had to return dude to the vinyl of the 3 stripes peeling right off the shoe material after 3 uses . i wish they would have worked out they were so nice .",shoes,appearance#color,color and comfort of these shoes was everything,positive,EAEO
"the color and comfort of these shoes was everything , but i had to return dude to the vinyl of the 3 stripes peeling right off the shoe material after 3 uses . i wish they would have worked out they were so nice .",vinyl,appearance#material,return dude to the vinyl of the 3 stripes peeling right off the shoe material after 3 uses,negative,EAEO
"the color and comfort of these shoes was everything , but i had to return dude to the vinyl of the 3 stripes peeling right off the shoe material after 3 uses . i wish they would have worked out they were so nice .",3 stripes,appearance#shoe component,return dude to the vinyl of the 3 stripes peeling right off the shoe material after 3 uses,negative,EAEO
"the color and comfort of these shoes was everything , but i had to return dude to the vinyl of the 3 stripes peeling right off the shoe material after 3 uses . i wish they would have worked out they were so nice .",null,general,i wish they would have worked out they were so nice,neutral,IAEO
love these shoes but received 2 pairs that were defective before i finally got a good pair . giving these 4 stars because i like the shoe itself but there ' s small spot of glue or something on the front of the shoe . not trying to exchange them again because it ' s been too much of a hassle . i ' m usually a size 8 but had to get a half size smaller .,shoes,general,love these,positive,EAEO
love these shoes but received 2 pairs that were defective before i finally got a good pair . giving these 4 stars because i like the shoe itself but there ' s small spot of glue or something on the front of the shoe . not trying to exchange them again because it ' s been too much of a hassle . i ' m usually a size 8 but had to get a half size smaller .,shoes,contextofuse#purchase\_context,received 2 pairs that were defective before i finally got a good pair,negative,EAEO
love these shoes but received 2 pairs that were defective before i finally got a good pair . giving these 4 stars because i like the shoe itself but there ' s small spot of glue or something on the front of the shoe . not trying to exchange them again because it ' s been too much of a hassle . i ' m usually a size 8 but had to get a half size smaller .,shoe,general,4 stars because i like,positive,EAEO
